country_code,channel,age,aadhar_gender,occupation,pincode,annual_income,marital_status,networth,source_of_funds,txn_amount_tot,user_count
VN,ATM,64,M,Self Employed Non-Professional,403005,999999,Married,3000000,Business Proceeds,3511.92,1
VN,ATM,66,M,Retired/Pensioner,785001,999999,Married,3000000,Saving,6736.27,1
VN,ATM,68,M,Retired/Pensioner,682018,4999999,Married,40000000,Saving,10072.41,1
VN,ATM,72,M,Self Employed Non-Professional,110029,999999,Married,100000000,Business Proceeds,17147.3399999999,1
VN,ATM,74,M,Retired/Pensioner,422013,4999999,Married,20000000,Investments,19402.21,1
VN,ATM,75,M,Self Employed Professional,390007,999999,Married,20000000,Business Proceeds,19736.64,1
ZA,ATM,19,M,Student,110092,49999,Married,500000,Saving,40625.09,1
ZA,ATM,19,M,Student,246721,999999,Married,10000000,Inheritance,133573.779999999,1
ZA,ATM,20,M,Salaried,400078,299999,Unmarried,500000,Salary,13498.3,1
ZA,ATM,20,M,Student,424001,299999,Unmarried,3000000,Other,55869.2599999999,1
ZA,ATM,21,M,Student,123029,4999999,Married,10000000,Other,43921.18,1
ZA,ATM,21,M,Student,201301,299999,Unmarried,500000,Investments,67937.72,1
ZA,ATM,21,M,Student,244901,299999,Married,500000,Inheritance,10045.04,1
ZA,ATM,23,M,Student,110076,49999,Unmarried,500000,Saving,86410.15,1
ZA,ATM,24,F,Student,110025,4999999,Unmarried,10000000,Saving,152811.729999999,1
ZA,ATM,24,M,Salaried,332312,499999,Married,10000000,Salary,4698.87,1
ZA,ATM,25,M,Salaried,560068,4999999,Unmarried,500000,Salary,1104.93,1
ZA,ATM,27,M,Self Employed Professional,491441,5000000,Married,100000000,Business Proceeds,8832.41,1
ZA,ATM,29,F,Travel Agency,411001,999999,Married,1500000,Other,79769.31,1
ZA,ATM,29,M,Self Employed Professional,121006,999999,Married,40000000,Business Proceeds,22433.91,1
ZA,ATM,30,M,Student,110006,299999,Unmarried,1500000,Other,93981.7,1
ZA,ATM,34,M,Salaried,560076,4999999,Married,10000000,Salary,17639.0399999999,1
ZA,ATM,35,M,Student,134107,149999,Unmarried,500000,Other,17596.37,1
ZA,ATM,38,M,Salaried,411001,999999,Married,1500000,Salary,152145.71,1
ZA,ATM,39,M,Self Employed Non-Professional,534204,299999,Married,120000000,Inheritance,9830.17,1
ZA,ATM,39,M,Self Employed Professional,302020,4999999,Married,80000000,Business Proceeds,15592.73,1
ZM,ATM,21,F,Travel Agency,394210,4999999,Unmarried,5000000,Business Proceeds,3080.6,1
ZM,ATM,37,M,Salaried,534007,4999999,Married,1500000,Salary,3335.63,1
ZM,ATM,47,M,Self Employed Professional,500016,999999,Married,10000000,Business Proceeds,81309.97,1
ZM,ATM,48,M,Salaried,560102,5000000,Married,40000000,Salary,27494.14,1
AE,ECOM/POS,18,F,Student,282002,49999,Unmarried,500000,Other,387623.14,1
AE,ECOM/POS,18,M,Student,600099,49999,Unmarried,500000,Saving,728.54,1
AE,ECOM/POS,19,F,Housewife,334001,49999,Married,500000,Saving,206220.56,1
AE,ECOM/POS,19,F,Self Employed Non-Professional,110074,299999,Married,1500000,Saving,118917.59,1
AE,ECOM/POS,19,F,Student,400066,49999,Unmarried,500000,Saving,646.21,1
AE,ECOM/POS,19,F,Student,400080,499999,Unmarried,1500000,Saving,106629.36,1
AE,ECOM/POS,19,F,Student,560027,49999,Unmarried,10000000,Salary,10334.54,1
AE,ECOM/POS,19,F,Student,560066,4999999,Unmarried,20000000,Inheritance,55021.82,1
AE,ECOM/POS,19,M,Self Employed Non-Professional,125111,49999,Married,20000000,Business Proceeds,3907.55,1
AE,ECOM/POS,19,M,Self Employed Non-Professional,132103,499999,Married,5000000,Business Proceeds,76656.4199999999,1
AE,ECOM/POS,19,M,Self Employed Professional,400070,299999,Unmarried,500000,Other,210.5,1
AE,ECOM/POS,19,M,Self Employed Professional,401107,999999,Married,1500000,Investments,1455.94999999999,1
AE,ECOM/POS,19,M,Student,110020,49999,Unmarried,500000,Saving,949.3,1
AE,ECOM/POS,19,M,Student,110026,49999,Unmarried,500000,Saving,4128.68,1
AE,ECOM/POS,19,M,Student,110030,49999,Unmarried,500000,Saving,58839.28,1
AE,ECOM/POS,19,M,Student,110032,299999,Unmarried,500000,Other,10357.81,1
AE,ECOM/POS,19,M,Student,110049,299999,Unmarried,1500000,Other,31375.8499999999,1
AE,ECOM/POS,19,M,Student,110058,49999,Unmarried,500000,Inheritance,23849.02,1
AE,ECOM/POS,19,M,Student,126102,299999,Unmarried,500000,Saving,47104.9599999999,1
AE,ECOM/POS,19,M,Student,244001,299999,Unmarried,5000000,Investments,10000.37,1
AE,ECOM/POS,19,M,Student,271125,49999,Married,500000,Saving,7632.98999999999,1
AE,ECOM/POS,19,M,Student,400703,49999,Unmarried,500000,Other,426704.77,1
AE,ECOM/POS,19,M,Student,411019,4999999,Unmarried,20000000,Business Proceeds,20718.25,1
AE,ECOM/POS,19,M,Student,411046,49999,Unmarried,500000,Saving,3472.77,1
AE,ECOM/POS,19,M,Student,416115,299999,Unmarried,5000000,Inheritance,151429.49,1
AE,ECOM/POS,19,M,Student,679523,999999,Unmarried,3000000,Other,5906.85,1
AE,ECOM/POS,19,M,Student,695103,49999,Unmarried,500000,Other,339.18,1
AE,ECOM/POS,20,F,Self Employed Professional,380004,999999,Married,1500000,Salary,178440.4,1
AE,ECOM/POS,20,F,Self Employed Professional,600008,499999,Unmarried,1500000,Inheritance,34557.96,1
AE,ECOM/POS,20,F,Student,110051,499999,Unmarried,1500000,Other,22657.98,1
AE,ECOM/POS,20,F,Student,110085,299999,Unmarried,500000,Salary,27234.3699999999,1
AE,ECOM/POS,20,F,Student,400081,49999,Unmarried,500000,Saving,8214.86,1
AE,ECOM/POS,20,F,Student,584101,299999,Unmarried,1500000,Inheritance,56466.02,1
AE,ECOM/POS,20,M,Builders And Real Estate,380013,299999,Married,1500000,Other,8032.86,1
AE,ECOM/POS,20,M,Salaried,560064,4999999,Married,10000000,Salary,7910.20999999999,1
AE,ECOM/POS,20,M,Salaried,673645,299999,Married,500000,Saving,7807.36,1
AE,ECOM/POS,20,M,Salaried,841231,299999,Unmarried,500000,Salary,1247.58,1
AE,ECOM/POS,20,M,Self Employed Professional,110059,299999,Unmarried,1500000,Business Proceeds,32235.0499999999,1
AE,ECOM/POS,20,M,Self Employed Professional,142044,499999,Unmarried,1500000,Saving,64404.0099999999,1
AE,ECOM/POS,20,M,Self Employed Professional,302021,49999,Unmarried,500000,Salary,705.62,1
AE,ECOM/POS,20,M,Self Employed Professional,400067,299999,Unmarried,500000,Other,226.19,1
AE,ECOM/POS,20,M,Self Employed Professional,753014,499999,Unmarried,1500000,Salary,197172.96,1
AE,ECOM/POS,20,M,Student,110007,499999,Unmarried,1500000,Other,277550.079999999,1
AE,ECOM/POS,20,M,Student,110025,299999,Unmarried,1500000,Inheritance,223273.8,1
AE,ECOM/POS,20,M,Student,121008,499999,Unmarried,1500000,Saving,50772.6,1
AE,ECOM/POS,20,M,Student,122015,49999,Unmarried,500000,Other,78989.72,1
AE,ECOM/POS,20,M,Student,134003,499999,Unmarried,500000,Other,108807.39,1
AE,ECOM/POS,20,M,Student,205135,49999,Unmarried,500000,Saving,148279.9,1
AE,ECOM/POS,20,M,Student,249407,299999,Unmarried,1500000,Saving,5675.02,1
AE,ECOM/POS,20,M,Student,400009,49999,Unmarried,500000,Salary,6754.98,1
AE,ECOM/POS,20,M,Student,400058,49999,Unmarried,500000,Saving,25643.7,1
AE,ECOM/POS,20,M,Student,400707,49999,Unmarried,500000,Other,145460.629999999,1
AE,ECOM/POS,20,M,Student,412207,49999,Unmarried,500000,Other,26366.03,1
AE,ECOM/POS,20,M,Student,415405,49999,Unmarried,500000,Inheritance,21289.95,1
AE,ECOM/POS,20,M,Student,431005,49999,Unmarried,500000,Saving,43392.03,1
AE,ECOM/POS,20,M,Student,452009,49999,Unmarried,500000,Inheritance,90.4,1
AE,ECOM/POS,20,M,Student,504001,299999,Unmarried,1500000,Investments,252176.12,1
AE,ECOM/POS,20,M,Student,530041,299999,Unmarried,500000,Other,18554.47,1
AE,ECOM/POS,20,M,Student,560026,4999999,Unmarried,10000000,Investments,7348.9,1
AE,ECOM/POS,20,M,Student,560053,999999,Unmarried,3000000,Saving,792.27,1
AE,ECOM/POS,20,M,Student,560064,49999,Unmarried,500000,Saving,6761.87,1
AE,ECOM/POS,20,M,Student,560070,499999,Unmarried,1500000,Saving,23963.47,1
AE,ECOM/POS,20,M,Student,560072,999999,Unmarried,3000000,Other,451253.06,1
AE,ECOM/POS,20,M,Student,577004,299999,Unmarried,10000000,Saving,1592.24,1
AE,ECOM/POS,20,M,Student,585302,999999,Married,1500000,Other,82.99,1
AE,ECOM/POS,20,M,Student,585329,149999,Unmarried,500000,Saving,168649.37,1
AE,ECOM/POS,20,M,Student,609001,499999,Unmarried,1500000,Saving,632.45,1
AE,ECOM/POS,20,M,Student,625516,49999,Unmarried,5000000,Saving,3074.98,1
AE,ECOM/POS,20,M,Student,676503,49999,Unmarried,1500000,Saving,29869.25,1
AE,ECOM/POS,20,M,Student,678682,49999,Unmarried,5000000,Saving,204.359999999999,1
AE,ECOM/POS,20,M,Student,679580,999999,Unmarried,500000,Other,113.71,1
AE,ECOM/POS,20,M,Student,686671,49999,Unmarried,500000,Salary,68.29,1
AE,ECOM/POS,20,M,Student,700040,149999,Unmarried,500000,Saving,222765.889999999,1
AE,ECOM/POS,20,M,Used Car Sales,671532,299999,Unmarried,500000,Business Proceeds,357.34,1
AE,ECOM/POS,21,F,Self Employed Non-Professional,560032,299999,Unmarried,3000000,Business Proceeds,205490.099999999,1
AE,ECOM/POS,21,F,Self Employed Professional,400069,999999,Unmarried,5000000,Other,1692.99,1
AE,ECOM/POS,21,F,Student,122101,49999,Unmarried,500000,Saving,104327.44,1
AE,ECOM/POS,21,F,Student,223101,49999,Unmarried,500000,Saving,9762.86,1
AE,ECOM/POS,21,F,Student,380008,49999,Unmarried,1500000,Saving,2917.9,1
AE,ECOM/POS,21,F,Student,400018,499999,Unmarried,1500000,Other,168372.45,1
AE,ECOM/POS,21,F,Student,400054,149999,Unmarried,5000000,Other,341.43,1
AE,ECOM/POS,21,F,Student,400607,49999,Unmarried,500000,Saving,8203.27999999999,1
AE,ECOM/POS,21,F,Student,679328,49999,Unmarried,500000,Other,125541.84,1
AE,ECOM/POS,21,M,Agriculturist,413112,299999,Unmarried,40000000,Sale Of Property,231463.199999999,1
AE,ECOM/POS,21,M,Salaried,121102,499999,Unmarried,20000000,Salary,60253.79,1
AE,ECOM/POS,21,M,Salaried,248197,999999,Unmarried,10000000,Salary,10187,1
AE,ECOM/POS,21,M,Salaried,273008,499999,Unmarried,1500000,Salary,58606.2299999999,1
AE,ECOM/POS,21,M,Salaried,395004,499999,Unmarried,1500000,Salary,14060.07,1
AE,ECOM/POS,21,M,Salaried,411017,4999999,Unmarried,500000,Salary,37262.15,1
AE,ECOM/POS,21,M,Salaried,560091,499999,Married,3000000,Other,249.94,1
AE,ECOM/POS,21,M,Salaried,602001,299999,Married,500000,Saving,209176.639999999,1
AE,ECOM/POS,21,M,Self Employed Non-Professional,110024,499999,Unmarried,1500000,Other,386.34,1
AE,ECOM/POS,21,M,Self Employed Non-Professional,302021,299999,Unmarried,500000,Inheritance,678.53,1
AE,ECOM/POS,21,M,Self Employed Non-Professional,586104,499999,Married,1500000,Business Proceeds,7396.01999999999,1
AE,ECOM/POS,21,M,Self Employed Professional,110018,299999,Unmarried,500000,Other,26148.9999999999,1
AE,ECOM/POS,21,M,Self Employed Professional,110078,999999,Unmarried,5000000,Investments,32340.89,1
AE,ECOM/POS,21,M,Self Employed Professional,148001,499999,Unmarried,20000000,Business Proceeds,313299.499999999,1
AE,ECOM/POS,21,M,Self Employed Professional,208011,4999999,Married,1500000,Professional Fee,266857.35,1
AE,ECOM/POS,21,M,Self Employed Professional,302012,4999999,Married,20000000,Business Proceeds,85538.17,1
AE,ECOM/POS,21,M,Self Employed Professional,363330,299999,Unmarried,1500000,Salary,15274.98,1
AE,ECOM/POS,21,M,Self Employed Professional,382418,499999,Unmarried,500000,Business Proceeds,45122.11,1
AE,ECOM/POS,21,M,Self Employed Professional,450001,4999999,Unmarried,5000000,Other,68627.37,1
AE,ECOM/POS,21,M,Self Employed Professional,560096,499999,Unmarried,5000000,Other,600712.48,1
AE,ECOM/POS,21,M,Self Employed Professional,670010,499999,Married,3000000,Business Proceeds,250.29,1
AE,ECOM/POS,21,M,Self Employed Professional,673308,499999,Unmarried,250000000,Business Proceeds,4.54,1
AE,ECOM/POS,21,M,Self Employed Professional,673571,999999,Unmarried,3000000,Other,455.14,1
AE,ECOM/POS,21,M,Self Employed Professional,673612,4999999,Unmarried,5000000,Business Proceeds,204.58,1
AE,ECOM/POS,21,M,Self Employed Professional,682002,299999,Unmarried,1500000,Saving,234737.71,1
AE,ECOM/POS,21,M,Student,110059,49999,Unmarried,500000,Inheritance,1868,1
AE,ECOM/POS,21,M,Student,110087,49999,Unmarried,500000,Business Proceeds,827.54,1
AE,ECOM/POS,21,M,Student,121004,49999,Unmarried,500000,Other,110600.47,1
AE,ECOM/POS,21,M,Student,122508,299999,Married,1500000,Saving,132.38,1
AE,ECOM/POS,21,M,Student,124001,49999,Unmarried,500000,Inheritance,61308.3,1
AE,ECOM/POS,21,M,Student,124001,299999,Unmarried,1500000,Salary,5381.64999999999,1
AE,ECOM/POS,21,M,Student,127306,299999,Married,1500000,Saving,31724.9999999999,1
AE,ECOM/POS,21,M,Student,131102,299999,Unmarried,1500000,Saving,12557.14,1
AE,ECOM/POS,21,M,Student,136118,499999,Unmarried,3000000,Other,1503.24,1
AE,ECOM/POS,21,M,Student,224001,49999,Unmarried,500000,Business Proceeds,15058.9799999999,1
AE,ECOM/POS,21,M,Student,244001,999999,Unmarried,1500000,Inheritance,3649.83999999999,1
AE,ECOM/POS,21,M,Student,244302,999999,Unmarried,3000000,Investments,139337.419999999,1
AE,ECOM/POS,21,M,Student,302006,299999,Unmarried,5000000,Saving,63689.58,1
AE,ECOM/POS,21,M,Student,302018,999999,Unmarried,500000,Investments,733.79,1
AE,ECOM/POS,21,M,Student,302020,499999,Unmarried,1500000,Investments,15930.63,1
AE,ECOM/POS,21,M,Student,313324,49999,Unmarried,500000,Other,10089.37,1
AE,ECOM/POS,21,M,Student,322251,299999,Unmarried,5000000,Other,38542.83,1
AE,ECOM/POS,21,M,Student,370001,49999,Unmarried,1500000,Other,120759.9,1
AE,ECOM/POS,21,M,Student,390010,299999,Married,1500000,Other,9424.24999999999,1
AE,ECOM/POS,21,M,Student,395004,49999,Married,3000000,Other,7757.08999999999,1
AE,ECOM/POS,21,M,Student,400037,49999,Unmarried,500000,Salary,82852.19,1
AE,ECOM/POS,21,M,Student,400063,149999,Unmarried,500000,Other,1097.59,1
AE,ECOM/POS,21,M,Student,400603,299999,Unmarried,3000000,Other,99567.92,1
AE,ECOM/POS,21,M,Student,411009,49999,Married,500000,Saving,300273.31,1
AE,ECOM/POS,21,M,Student,411042,499999,Unmarried,500000,Saving,65160.78,1
AE,ECOM/POS,21,M,Student,411057,299999,Unmarried,500000,Other,455651.84,1
AE,ECOM/POS,21,M,Student,431003,49999,Married,500000,Saving,7542.42,1
AE,ECOM/POS,21,M,Student,500001,999999,Unmarried,3000000,Business Proceeds,49492.76,1
AE,ECOM/POS,21,M,Student,500018,49999,Unmarried,500000,Other,2421.55,1
AE,ECOM/POS,21,M,Student,500020,49999,Unmarried,500000,Saving,13775.6099999999,1
AE,ECOM/POS,21,M,Student,500031,299999,Unmarried,500000,Saving,61446.8099999999,1
AE,ECOM/POS,21,M,Student,500103,49999,Unmarried,20000000,Inheritance,16826.44,1
AE,ECOM/POS,21,M,Student,508223,299999,Unmarried,3000000,Other,27456.5,1
AE,ECOM/POS,21,M,Student,508355,999999,Married,140000000,Business Proceeds,227.45,1
AE,ECOM/POS,21,M,Student,560053,299999,Unmarried,1500000,Saving,19111.66,1
AE,ECOM/POS,21,M,Student,560064,49999,Unmarried,3000000,Other,383639,1
AE,ECOM/POS,21,M,Student,560075,49999,Unmarried,500000,Other,6473.54,1
AE,ECOM/POS,21,M,Student,570012,49999,Unmarried,500000,Saving,203.28,1
AE,ECOM/POS,21,M,Student,570021,299999,Unmarried,5000000,Investments,173218.269999999,1
AE,ECOM/POS,21,M,Student,600010,49999,Married,500000,Saving,287943.629999999,1
AE,ECOM/POS,21,M,Student,632014,299999,Unmarried,500000,Other,17193.03,1
AE,ECOM/POS,21,M,Student,637018,49999,Unmarried,500000,Other,13008.11,1
AE,ECOM/POS,21,M,Student,670693,299999,Married,1500000,Other,409.1,1
AE,ECOM/POS,21,M,Student,673572,299999,Unmarried,500000,Saving,124.95,1
AE,ECOM/POS,21,M,Student,676542,49999,Unmarried,500000,Inheritance,73.84,1
AE,ECOM/POS,21,M,Student,700060,49999,Married,500000,Other,772.86,1
AE,ECOM/POS,21,M,Student,834001,49999,Unmarried,500000,Inheritance,64161.1899999999,1
AE,ECOM/POS,21,M,Student,847201,499999,Unmarried,5000000,Investments,2674.06999999999,1
AE,ECOM/POS,22,F,Housewife,395003,999999,Married,3000000,Saving,112539.93,1
AE,ECOM/POS,22,F,Salaried,422011,299999,Married,1500000,Saving,50091.9,1
AE,ECOM/POS,22,F,Salaried,680684,999999,Unmarried,10000000,Salary,14565.6699999999,1
AE,ECOM/POS,22,F,Self Employed Non-Professional,393145,499999,Married,500000,Other,34714.18,1
AE,ECOM/POS,22,F,Self Employed Non-Professional,671318,499999,Married,500000,Business Proceeds,90.79,1
AE,ECOM/POS,22,F,Self Employed Professional,500029,499999,Unmarried,1500000,Saving,477.43,1
AE,ECOM/POS,22,F,Student,110087,49999,Unmarried,500000,Saving,7562.14,1
AE,ECOM/POS,22,F,Student,110092,49999,Unmarried,500000,Other,309590.27,1
AE,ECOM/POS,22,F,Student,201310,49999,Unmarried,500000,Other,56392.28,1
AE,ECOM/POS,22,F,Student,382418,49999,Unmarried,1500000,Business Proceeds,25888.09,1
AE,ECOM/POS,22,F,Student,400093,49999,Married,1500000,Other,231003.48,1
AE,ECOM/POS,22,F,Student,411038,49999,Unmarried,500000,Other,3854.39999999999,1
AE,ECOM/POS,22,F,Student,421505,49999,Unmarried,500000,Saving,37825.25,1
AE,ECOM/POS,22,F,Student,462003,49999,Unmarried,1500000,Saving,88153.16,1
AE,ECOM/POS,22,F,Student,482001,49999,Unmarried,500000,Saving,207675.789999999,1
AE,ECOM/POS,22,F,Student,560035,49999,Unmarried,500000,Saving,350272.91,1
AE,ECOM/POS,22,F,Student,560051,49999,Unmarried,500000,Saving,544683.36,1
AE,ECOM/POS,22,F,Student,577401,49999,Unmarried,500000,Saving,573709.03,1
AE,ECOM/POS,22,F,Student,625016,49999,Unmarried,500000,Saving,7375.41,1
AE,ECOM/POS,22,M,Agri-Allied Activities,208001,299999,Unmarried,1500000,Business Proceeds,41087.52,1
AE,ECOM/POS,22,M,Financial Services /Invesment Serv/ Mutual Fund,670721,999999,Unmarried,3000000,Business Proceeds,455.14,1
AE,ECOM/POS,22,M,Housewife,201002,999999,Unmarried,5000000,Inheritance,1777.72,1
AE,ECOM/POS,22,M,Housewife,464990,299999,Married,1500000,Salary,5421.06,1
AE,ECOM/POS,22,M,Salaried,110051,149999,Unmarried,500000,Salary,239.12,1
AE,ECOM/POS,22,M,Salaried,110096,999999,Unmarried,500000,Salary,8385.42,1
AE,ECOM/POS,22,M,Salaried,132001,499999,Unmarried,1500000,Salary,2485.97,1
AE,ECOM/POS,22,M,Salaried,143001,499999,Unmarried,1500000,Salary,2259,1
AE,ECOM/POS,22,M,Salaried,143001,499999,Unmarried,1500000,Saving,11741.39,1
AE,ECOM/POS,22,M,Salaried,202001,499999,Unmarried,1500000,Salary,10191.0199999999,1
AE,ECOM/POS,22,M,Salaried,202001,999999,Unmarried,5000000,Salary,106188.1,1
AE,ECOM/POS,22,M,Salaried,335513,299999,Unmarried,40000000,Saving,74529.1,1
AE,ECOM/POS,22,M,Salaried,370110,49999,Unmarried,250000000,Saving,35223.2999999999,1
AE,ECOM/POS,22,M,Salaried,380001,499999,Unmarried,500000,Salary,211547.799999999,1
AE,ECOM/POS,22,M,Salaried,400056,999999,Unmarried,500000,Salary,37271.1,1
AE,ECOM/POS,22,M,Salaried,560052,4999999,Unmarried,1500000,Salary,211908.379999999,1
AE,ECOM/POS,22,M,Salaried,560077,49999,Unmarried,20000000,Salary,227.18,1
AE,ECOM/POS,22,M,Salaried,562157,4999999,Unmarried,1500000,Salary,3900.25,1
AE,ECOM/POS,22,M,Salaried,575007,299999,Married,1500000,Salary,64138.14,1
AE,ECOM/POS,22,M,Salaried,670101,149999,Married,5000000,Salary,573790.15,1
AE,ECOM/POS,22,M,Salaried,673007,499999,Unmarried,1500000,Other,5811.05,1
AE,ECOM/POS,22,M,Salaried,673571,499999,Unmarried,3000000,Other,988.38,1
AE,ECOM/POS,22,M,Salaried,679323,999999,Unmarried,1500000,Salary,851314.25,1
AE,ECOM/POS,22,M,Salaried,682306,299999,Unmarried,500000,Salary,22.72,1
AE,ECOM/POS,22,M,Salaried,757082,299999,Married,3000000,Salary,36041.25,1
AE,ECOM/POS,22,M,Salaried,799157,999999,Unmarried,3000000,Salary,7537.44999999999,1
AE,ECOM/POS,22,M,Salaried,814112,999999,Unmarried,1500000,Salary,5196.62,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,140115,999999,Unmarried,5000000,Business Proceeds,18237.36,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,250001,499999,Married,5000000,Saving,14444.31,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,341306,999999,Unmarried,3000000,Other,120913.31,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,360007,5000000,Married,100000000,Saving,22.61,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,370110,299999,Unmarried,500000,Salary,65305.0099999999,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,395005,4999999,Unmarried,10000000,Business Proceeds,5357.48,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,581320,999999,Married,500000,Saving,2181.54,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,670325,499999,Married,1500000,Salary,602.12,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,673105,499999,Unmarried,5000000,Business Proceeds,340.47,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,673572,499999,Unmarried,3000000,Business Proceeds,1808.63999999999,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,673582,4999999,Married,1500000,Other,3879.55,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,673602,499999,Unmarried,500000,Other,249.78,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,682035,999999,Unmarried,3000000,Saving,734.829999999999,1
AE,ECOM/POS,22,M,Self Employed Non-Professional,842001,999999,Married,3000000,Other,7924.66,1
AE,ECOM/POS,22,M,Self Employed Professional,110009,499999,Unmarried,1500000,Other,142579.13,1
AE,ECOM/POS,22,M,Self Employed Professional,124507,299999,Married,500000,Salary,110064.12,1
AE,ECOM/POS,22,M,Self Employed Professional,175126,299999,Unmarried,500000,Saving,409.039999999999,1
AE,ECOM/POS,22,M,Self Employed Professional,229001,499999,Unmarried,1500000,Business Proceeds,1935.41,1
AE,ECOM/POS,22,M,Self Employed Professional,262308,299999,Unmarried,5000000,Business Proceeds,38713.98,1
AE,ECOM/POS,22,M,Self Employed Professional,380050,999999,Married,3000000,Business Proceeds,515.25,1
AE,ECOM/POS,22,M,Self Employed Professional,400077,299999,Unmarried,1500000,Business Proceeds,2826.5,1
AE,ECOM/POS,22,M,Self Employed Professional,400093,999999,Unmarried,500000,Business Proceeds,26196.5599999999,1
AE,ECOM/POS,22,M,Self Employed Professional,400093,4999999,Unmarried,100000000,Business Proceeds,371342.05,1
AE,ECOM/POS,22,M,Self Employed Professional,401304,4999999,Unmarried,500000,Business Proceeds,42526.67,1
AE,ECOM/POS,22,M,Self Employed Professional,411014,4999999,Married,1500000,Business Proceeds,162735.499999999,1
AE,ECOM/POS,22,M,Self Employed Professional,441108,4999999,Unmarried,10000000,Business Proceeds,3557.83999999999,1
AE,ECOM/POS,22,M,Self Employed Professional,500028,299999,Unmarried,500000,Professional Fee,278310.01,1
AE,ECOM/POS,22,M,Self Employed Professional,500059,499999,Married,1500000,Professional Fee,7486.78,1
AE,ECOM/POS,22,M,Self Employed Professional,560078,299999,Unmarried,500000,Saving,5903.33,1
AE,ECOM/POS,22,M,Self Employed Professional,560100,999999,Married,10000000,Business Proceeds,24192.66,1
AE,ECOM/POS,22,M,Self Employed Professional,600100,299999,Unmarried,80000000,Sale Of Property,226.1,1
AE,ECOM/POS,22,M,Self Employed Professional,673591,499999,Unmarried,500000,Business Proceeds,431.55,1
AE,ECOM/POS,22,M,Self Employed Professional,673602,499999,Unmarried,1500000,Other,54031.72,1
AE,ECOM/POS,22,M,Self Employed Professional,691535,499999,Unmarried,5000000,Business Proceeds,113.61,1
AE,ECOM/POS,22,M,Self Employed Professional,786184,499999,Unmarried,1500000,Other,102420.55,1
AE,ECOM/POS,22,M,Student,110015,49999,Unmarried,500000,Saving,19315.4899999999,1
AE,ECOM/POS,22,M,Student,110016,4999999,Unmarried,3000000,Salary,141701.09,1
AE,ECOM/POS,22,M,Student,110019,149999,Married,500000,Saving,419.91,1
AE,ECOM/POS,22,M,Student,110043,299999,Married,500000,Professional Fee,135005.29,1
AE,ECOM/POS,22,M,Student,110092,49999,Unmarried,500000,Other,162313.88,1
AE,ECOM/POS,22,M,Student,121001,49999,Unmarried,500000,Other,182.1,1
AE,ECOM/POS,22,M,Student,122506,499999,Unmarried,500000,Other,65.83,1
AE,ECOM/POS,22,M,Student,124001,499999,Unmarried,500000,Saving,61008.01,1
AE,ECOM/POS,22,M,Student,140301,499999,Unmarried,1500000,Other,432244.809999999,1
AE,ECOM/POS,22,M,Student,140603,49999,Unmarried,500000,Saving,628271.68,1
AE,ECOM/POS,22,M,Student,140603,999999,Unmarried,3000000,Other,34661.67,1
AE,ECOM/POS,22,M,Student,143601,299999,Unmarried,1500000,Inheritance,17940.97,1
AE,ECOM/POS,22,M,Student,151505,49999,Unmarried,500000,Saving,78754.28,1
AE,ECOM/POS,22,M,Student,151505,499999,Married,1500000,Inheritance,10688.16,1
AE,ECOM/POS,22,M,Student,173025,49999,Unmarried,500000,Saving,10939.49,1
AE,ECOM/POS,22,M,Student,201002,299999,Unmarried,500000,Other,78600.41,1
AE,ECOM/POS,22,M,Student,201310,49999,Unmarried,500000,Other,519.36,1
AE,ECOM/POS,22,M,Student,201310,499999,Unmarried,500000,Saving,7920.36,1
AE,ECOM/POS,22,M,Student,202138,149999,Unmarried,500000,Business Proceeds,281.29,1
AE,ECOM/POS,22,M,Student,211003,299999,Unmarried,500000,Saving,32607.94,1
AE,ECOM/POS,22,M,Student,221002,299999,Unmarried,5000000,Saving,8332.16,1
AE,ECOM/POS,22,M,Student,246701,299999,Unmarried,80000000,Other,18330.1,1
AE,ECOM/POS,22,M,Student,251305,299999,Married,5000000,Salary,11997.15,1
AE,ECOM/POS,22,M,Student,263139,49999,Unmarried,1500000,Saving,184826.35,1
AE,ECOM/POS,22,M,Student,263139,499999,Unmarried,1500000,Other,15697.1799999999,1
AE,ECOM/POS,22,M,Student,302004,49999,Unmarried,500000,Saving,27587.5399999999,1
AE,ECOM/POS,22,M,Student,383001,49999,Unmarried,500000,Saving,173152.54,1
AE,ECOM/POS,22,M,Student,388245,299999,Unmarried,500000,Inheritance,1150.47,1
AE,ECOM/POS,22,M,Student,400610,49999,Unmarried,500000,Saving,15595.57,1
AE,ECOM/POS,22,M,Student,403602,499999,Unmarried,500000,Other,21801.38,1
